ROWID,Country,State,District,Year,Class,Schools_Surveyed,Students_Surveyed,AVG_L813,AVG_M601,AVG_SCI703,AVG_SST605,AVG_M801,AVG_SCI801,AVG_SST704
1099,India,Gujarat,Tapi,"Calendar Year (Jan - Dec), 2017",8,204.0,4916.0,65.12,37.25,54.96,59.32,32.54,61.17,69.04
1100,India,Gujarat,Tapi,"Calendar Year (Jan - Dec), 2021",8,204.0,5040.0,54.84,36.84,37.22,35.97,29.97,48.36,36.73
1101,India,Gujarat,Chhotaudepur,"Calendar Year (Jan - Dec), 2017",8,204.0,4996.0,61.31,45.53,53.7,66.05,30.76,62.73,65.77
1102,India,Gujarat,Chhotaudepur,"Calendar Year (Jan - Dec), 2021",8,236.0,6092.0,60.34,63.4,44.9,44.08,40.69,57.73,44.31
1103,India,Gujarat,Mahisagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5052.0,67.04,54.29,57.53,76.09,44.39,60.52,62.88
1104,India,Gujarat,Mahisagar,"Calendar Year (Jan - Dec), 2021",8,228.0,5376.0,57.9,58.09,43.09,39.05,42.08,57.09,46.1
1105,India,Gujarat,Arvalli,"Calendar Year (Jan - Dec), 2017",8,204.0,4940.0,61.95,37.0,48.33,63.32,34.09,58.63,64.29
1106,India,Gujarat,Arvalli,"Calendar Year (Jan - Dec), 2021",8,264.0,6784.0,53.89,49.1,40.99,26.76,35.15,47.91,34.88
1107,India,Gujarat,Morbi,"Calendar Year (Jan - Dec), 2017",8,204.0,4644.0,61.8,39.26,49.57,64.0,29.01,56.6,53.79
1108,India,Gujarat,Morbi,"Calendar Year (Jan - Dec), 2021",8,208.0,4984.0,57.05,44.56,37.85,26.06,42.3,52.3,36.14
1109,India,Gujarat,Devbhumi Dwarka,"Calendar Year (Jan - Dec), 2017",8,204.0,4656.0,64.63,40.98,54.64,69.59,30.35,62.45,61.55
1110,India,Gujarat,Devbhumi Dwarka,"Calendar Year (Jan - Dec), 2021",8,220.0,5012.0,53.21,43.45,37.32,32.15,37.92,48.89,35.42
1111,India,Gujarat,Gir Somnath,"Calendar Year (Jan - Dec), 2017",8,204.0,4780.0,62.32,30.67,49.81,71.13,33.28,53.82,55.63
1112,India,Gujarat,Gir Somnath,"Calendar Year (Jan - Dec), 2021",8,200.0,4608.0,53.92,40.41,33.76,31.39,36.48,48.4,34.56
1113,India,Gujarat,Botad,"Calendar Year (Jan - Dec), 2017",8,204.0,5500.0,70.28,45.13,61.67,75.93,37.73,68.62,59.68
1114,India,Gujarat,Botad,"Calendar Year (Jan - Dec), 2021",8,196.0,4700.0,57.2,51.02,42.01,31.83,35.47,52.76,36.53
1115,India,Maharashtra,Ahmednagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5884.0,66.71,38.29,45.7,47.38,28.14,44.18,59.43
1116,India,Maharashtra,Ahmednagar,"Calendar Year (Jan - Dec), 2021",8,308.0,8416.0,63.55,44.34,41.83,42.37,31.77,47.69,53.26
1117,India,Maharashtra,Akola,"Calendar Year (Jan - Dec), 2017",8,204.0,5416.0,58.97,31.7,39.51,34.34,31.67,38.83,43.22
1118,India,Maharashtra,Akola,"Calendar Year (Jan - Dec), 2021",8,304.0,7252.0,53.96,46.66,38.14,35.52,29.87,41.88,51.27
1119,India,Maharashtra,Amravati,"Calendar Year (Jan - Dec), 2017",8,204.0,5256.0,56.56,33.17,38.6,52.13,31.89,41.2,36.36
1120,India,Maharashtra,Amravati,"Calendar Year (Jan - Dec), 2021",8,300.0,7880.0,50.87,45.51,34.47,36.69,29.39,41.43,40.04
1121,India,Maharashtra,Aurangabad,"Calendar Year (Jan - Dec), 2017",8,204.0,5644.0,63.13,34.51,40.42,48.26,33.52,43.72,46.73
1122,India,Maharashtra,Aurangabad,"Calendar Year (Jan - Dec), 2021",8,292.0,7824.0,58.05,45.39,39.98,41.08,31.86,45.0,51.17
1123,India,Maharashtra,Beed,"Calendar Year (Jan - Dec), 2017",8,204.0,5544.0,70.65,41.24,53.54,58.37,39.42,54.8,52.37
1124,India,Maharashtra,Beed,"Calendar Year (Jan - Dec), 2021",8,292.0,7576.0,55.76,41.9,36.2,37.4,28.51,42.04,51.59
1125,India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2017",8,204.0,5448.0,56.7,33.38,35.38,42.14,33.85,36.24,33.43
1126,India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2021",8,268.0,7548.0,49.02,40.72,32.38,35.79,29.6,38.13,36.84
1127,India,Maharashtra,Buldhana,"Calendar Year (Jan - Dec), 2017",8,204.0,5512.0,63.76,34.68,47.58,48.11,38.79,44.55,49.93
1128,India,Maharashtra,Buldhana,"Calendar Year (Jan - Dec), 2021",8,300.0,8140.0,53.39,45.79,40.97,37.63,31.68,44.32,47.18
1129,India,Maharashtra,Chandrapur,"Calendar Year (Jan - Dec), 2017",8,204.0,5308.0,56.81,28.31,34.43,38.88,25.82,31.92,36.87
1130,India,Maharashtra,Chandrapur,"Calendar Year (Jan - Dec), 2021",8,328.0,8528.0,52.94,40.98,37.64,31.7,28.77,40.45,39.14
1131,India,Maharashtra,Dhule,"Calendar Year (Jan - Dec), 2017",8,196.0,6028.0,63.07,36.07,49.93,51.89,32.07,43.84,50.2
1132,India,Maharashtra,Dhule,"Calendar Year (Jan - Dec), 2021",8,264.0,7124.0,56.16,46.79,38.89,40.52,29.82,45.57,49.29
1133,India,Maharashtra,Gadchiroli,"Calendar Year (Jan - Dec), 2017",8,204.0,5688.0,62.71,44.93,52.44,52.6,41.57,44.9,44.38
1134,India,Maharashtra,Gadchiroli,"Calendar Year (Jan - Dec), 2021",8,272.0,7120.0,48.69,40.52,33.47,34.5,27.21,35.44,40.79
1135,India,Maharashtra,Gondia,"Calendar Year (Jan - Dec), 2017",8,204.0,5452.0,58.8,31.92,38.81,44.46,36.91,38.88,29.41
1136,India,Maharashtra,Gondia,"Calendar Year (Jan - Dec), 2021",8,288.0,7548.0,52.78,45.31,36.99,35.24,26.8,42.92,40.14
1137,India,Maharashtra,Hingoli,"Calendar Year (Jan - Dec), 2017",8,204.0,5436.0,64.47,33.79,50.59,52.76,35.63,41.3,58.05
1138,India,Maharashtra,Hingoli,"Calendar Year (Jan - Dec), 2021",8,268.0,6928.0,51.15,42.75,33.97,32.33,25.5,40.03,47.31
1139,India,Maharashtra,Jalgaon,"Calendar Year (Jan - Dec), 2017",8,200.0,5440.0,56.72,36.85,41.07,44.63,38.86,38.88,47.16
1140,India,Maharashtra,Jalgaon,"Calendar Year (Jan - Dec), 2021",8,304.0,8080.0,55.13,46.53,42.1,30.24,31.28,45.85,48.36
1141,India,Maharashtra,Jalna,"Calendar Year (Jan - Dec), 2017",8,204.0,5628.0,53.81,28.98,35.22,37.74,23.8,34.09,44.08
1142,India,Maharashtra,Jalna,"Calendar Year (Jan - Dec), 2021",8,304.0,8208.0,49.61,40.62,34.97,34.2,26.3,39.11,38.22
1143,India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2017",8,204.0,5756.0,67.97,29.76,39.67,41.9,26.67,39.31,60.69
1144,India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2021",8,312.0,7376.0,69.93,45.87,45.36,43.54,32.3,54.12,50.35
1145,India,Maharashtra,Latur,"Calendar Year (Jan - Dec), 2017",8,204.0,5644.0,64.63,32.52,45.22,45.43,25.35,41.41,50.99
1146,India,Maharashtra,Latur,"Calendar Year (Jan - Dec), 2021",8,296.0,7508.0,57.06,41.33,41.13,42.36,27.74,49.06,49.01
1147,India,Maharashtra,Mumbai,"Calendar Year (Jan - Dec), 2017",8,404.0,10240.0,60.71337528644796,30.028567571441968,36.64665103958446,44.34678966170298,29.37451838186807,32.17896637856155,37.93744153525784
1148,India,Maharashtra,Mumbai,"Calendar Year (Jan - Dec), 2021",8,340.0,8776.0,54.8884481567901,40.87428734500387,39.42474444839717,34.65821497169524,26.4672396465305,42.59936021534602,37.40387147864832
1149,India,Maharashtra,Nagpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5268.0,56.11,29.03,36.61,43.96,33.54,39.23,35.51
1150,India,Maharashtra,Nagpur,"Calendar Year (Jan - Dec), 2021",8,312.0,8100.0,56.54,42.91,40.29,36.14,31.45,45.98,40.61
1151,India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2017",8,204.0,5288.0,59.5,36.25,44.15,45.92,29.81,37.58,50.67
1152,India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2021",8,300.0,7496.0,55.92,45.52,40.62,38.53,31.02,44.03,48.02
1153,India,Maharashtra,Nandurbar,"Calendar Year (Jan - Dec), 2017",8,200.0,5408.0,61.35,42.86,54.44,62.5,35.23,49.66,54.44
1154,India,Maharashtra,Nandurbar,"Calendar Year (Jan - Dec), 2021",8,264.0,7236.0,52.36,53.08,44.57,39.52,28.12,46.54,51.64
1155,India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2017",8,204.0,5692.0,62.01,36.06,42.48,49.33,34.08,40.56,54.84
1156,India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2021",8,312.0,8860.0,59.93,49.8,43.05,42.13,31.97,47.73,48.19
1157,India,Maharashtra,Osmanabad,"Calendar Year (Jan - Dec), 2017",8,200.0,5164.0,67.17,33.75,44.52,55.93,37.35,40.59,50.0
1158,India,Maharashtra,Osmanabad,"Calendar Year (Jan - Dec), 2021",8,300.0,7612.0,60.16,45.02,40.22,48.24,31.26,45.82,57.34
1159,India,Maharashtra,Parbhani,"Calendar Year (Jan - Dec), 2017",8,204.0,5448.0,63.95,26.25,38.1,39.94,27.03,39.03,56.19
1160,India,Maharashtra,Parbhani,"Calendar Year (Jan - Dec), 2021",8,296.0,7576.0,51.02,40.8,36.22,32.68,24.95,40.05,47.59
1161,India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2017",8,204.0,5560.0,66.72,29.46,40.36,43.88,25.68,36.02,51.36
1162,India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2021",8,312.0,8660.0,61.63,45.05,42.79,40.81,31.56,48.21,45.74
1163,India,Maharashtra,Raigad,"Calendar Year (Jan - Dec), 2017",8,204.0,5704.0,61.72,33.81,42.07,49.44,33.93,40.23,53.05
1164,India,Maharashtra,Raigad,"Calendar Year (Jan - Dec), 2021",8,292.0,7920.0,60.26,49.17,44.01,36.4,30.61,49.48,45.35
1165,India,Maharashtra,Ratnagiri,"Calendar Year (Jan - Dec), 2017",8,204.0,5672.0,70.15,20.47,42.18,54.23,31.8,38.27,57.12
1166,India,Maharashtra,Ratnagiri,"Calendar Year (Jan - Dec), 2021",8,308.0,6820.0,60.44,39.22,36.42,43.01,24.89,40.42,46.23
1167,India,Maharashtra,Sangli,"Calendar Year (Jan - Dec), 2017",8,204.0,5644.0,64.5,33.8,41.22,49.26,22.59,37.63,54.12
1168,India,Maharashtra,Sangli,"Calendar Year (Jan - Dec), 2021",8,296.0,7488.0,58.81,42.43,38.98,41.15,32.94,43.89,53.54
1169,India,Maharashtra,Satara,"Calendar Year (Jan - Dec), 2017",8,204.0,5552.0,71.41,26.37,41.74,45.75,27.52,45.43,59.8
1170,India,Maharashtra,Satara,"Calendar Year (Jan - Dec), 2021",8,320.0,7600.0,65.03,41.59,40.8,42.18,29.68,45.26,51.75
1171,India,Maharashtra,Sindhudurg,"Calendar Year (Jan - Dec), 2017",8,204.0,5800.0,76.31,31.89,48.26,49.03,32.82,48.19,61.55
1172,India,Maharashtra,Sindhudurg,"Calendar Year (Jan - Dec), 2021",8,216.0,4988.0,69.46,41.81,42.83,50.03,30.48,48.16,49.13
1173,India,Maharashtra,Solapur,"Calendar Year (Jan - Dec), 2017",8,204.0,5672.0,61.34,38.9,49.86,50.99,27.62,40.57,52.41
1174,India,Maharashtra,Solapur,"Calendar Year (Jan - Dec), 2021",8,324.0,8164.0,61.64,48.31,42.44,41.94,31.99,45.41,53.71
1175,India,Maharashtra,Thane,"Calendar Year (Jan - Dec), 2017",8,204.0,5664.0,63.72,35.28,33.97,48.16,25.07,40.1,47.67
1176,India,Maharashtra,Thane,"Calendar Year (Jan - Dec), 2021",8,288.0,8028.0,58.26,43.33,41.92,38.61,26.95,44.06,41.92
1177,India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2017",8,204.0,5176.0,58.74,33.33,39.91,43.59,32.38,37.81,46.75
1178,India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2021",8,336.0,8884.0,51.23,38.24,34.66,35.64,28.9,39.56,43.04
1179,India,Maharashtra,Washim,"Calendar Year (Jan - Dec), 2017",8,204.0,5588.0,59.54,37.34,39.96,34.65,35.04,39.16,56.01
1180,India,Maharashtra,Washim,"Calendar Year (Jan - Dec), 2021",8,284.0,7504.0,54.14,51.9,42.44,37.69,30.65,43.77,49.74
1181,India,Maharashtra,Yavatmal,"Calendar Year (Jan - Dec), 2017",8,204.0,5088.0,55.14,28.66,37.07,39.62,33.59,32.22,44.9
1182,India,Maharashtra,Yavatmal,"Calendar Year (Jan - Dec), 2021",8,304.0,7796.0,51.79,40.22,34.96,33.35,25.43,39.85,41.75
1183,India,Maharashtra,Palghar,"Calendar Year (Jan - Dec), 2017",8,204.0,5700.0,57.91,28.74,39.92,48.84,19.97,36.32,47.55
1184,India,Maharashtra,Palghar,"Calendar Year (Jan - Dec), 2021",8,292.0,8220.0,53.07,44.99,38.73,38.03,28.0,39.79,42.91
1185,India,Andhra Pradesh,Anantapur,"Calendar Year (Jan - Dec), 2017",8,204.0,5156.0,57.32,40.82,48.86,57.25,37.88,53.88,50.0
1186,India,Andhra Pradesh,Anantapur,"Calendar Year (Jan - Dec), 2021",8,264.0,7000.0,47.09,45.6,35.82,29.01,37.47,38.38,31.18
1187,India,Andhra Pradesh,Chittoor,"Calendar Year (Jan - Dec), 2017",8,204.0,4872.0,53.0,42.7,42.97,47.54,25.55,47.81,46.39
1188,India,Andhra Pradesh,Y.S.R.,"Calendar Year (Jan - Dec), 2017",8,204.0,5092.0,61.28,54.42,47.67,49.02,40.53,58.76,46.64
1189,India,Andhra Pradesh,East Godavari,"Calendar Year (Jan - Dec), 2017",8,204.0,5332.0,66.65,59.7,63.3,57.61,47.11,71.15,52.89
1190,India,Andhra Pradesh,East Godavari,"Calendar Year (Jan - Dec), 2021",8,216.0,5736.0,48.83,43.5,37.78,34.84,40.52,44.3,31.29
1191,India,Andhra Pradesh,Guntur,"Calendar Year (Jan - Dec), 2017",8,204.0,4632.0,58.57,49.4,49.05,54.06,42.11,55.43,50.43
1192,India,Andhra Pradesh,Guntur,"Calendar Year (Jan - Dec), 2021",8,300.0,8372.0,50.57,49.37,37.04,34.77,36.4,43.27,33.2
1193,India,Andhra Pradesh,Krishna,"Calendar Year (Jan - Dec), 2017",8,200.0,4632.0,58.77,45.58,49.03,53.97,41.75,50.47,46.84
1194,India,Andhra Pradesh,Krishna,"Calendar Year (Jan - Dec), 2021",8,300.0,8128.0,50.34,42.51,34.53,31.12,30.44,44.71,27.86
1195,India,Andhra Pradesh,Kurnool,"Calendar Year (Jan - Dec), 2017",8,204.0,4616.0,54.29,45.39,43.15,56.15,29.36,50.48,44.91
1196,India,Andhra Pradesh,Kurnool,"Calendar Year (Jan - Dec), 2021",8,276.0,7460.0,45.51,40.36,35.85,33.39,32.06,38.74,31.59
1197,India,Andhra Pradesh,Spsr Nellore,"Calendar Year (Jan - Dec), 2017",8,204.0,4816.0,56.32,38.63,44.85,52.99,27.66,51.69,49.58
1198,India,Andhra Pradesh,Prakasam,"Calendar Year (Jan - Dec), 2017",8,204.0,5064.0,62.41,56.85,55.24,51.34,48.4,64.71,50.48
1199,India,Andhra Pradesh,Prakasam,"Calendar Year (Jan - Dec), 2021",8,292.0,7800.0,49.07,46.97,36.0,32.51,40.03,42.5,29.02
1200,India,Andhra Pradesh,Srikakulam,"Calendar Year (Jan - Dec), 2017",8,204.0,5184.0,63.18,54.39,54.5,49.92,41.49,64.97,51.82
1201,India,Andhra Pradesh,Srikakulam,"Calendar Year (Jan - Dec), 2021",8,184.0,4576.0,50.63,44.28,37.8,31.79,37.5,46.27,30.39
1202,India,Andhra Pradesh,Visakhapatanam,"Calendar Year (Jan - Dec), 2017",8,200.0,4680.0,54.88,36.27,43.27,52.31,35.88,54.73,42.36
1203,India,Andhra Pradesh,Visakhapatanam,"Calendar Year (Jan - Dec), 2021",8,304.0,8428.0,54.14,47.0,41.34,39.99,36.09,47.9,38.93
1204,India,Andhra Pradesh,Vizianagaram,"Calendar Year (Jan - Dec), 2017",8,204.0,4944.0,54.69,45.85,45.6,59.22,40.26,56.12,53.62
1205,India,Andhra Pradesh,Vizianagaram,"Calendar Year (Jan - Dec), 2021",8,204.0,5440.0,49.88,48.04,37.73,40.74,38.25,42.14,29.06
1206,India,Andhra Pradesh,West Godavari,"Calendar Year (Jan - Dec), 2017",8,204.0,5008.0,52.88,36.63,40.04,52.16,24.92,50.53,49.69
1207,India,Andhra Pradesh,West Godavari,"Calendar Year (Jan - Dec), 2021",8,240.0,6060.0,47.26,39.93,34.93,32.94,35.45,44.27,32.44
1208,India,Karnataka,Bagalkote,"Calendar Year (Jan - Dec), 2017",8,204.0,5804.0,73.84,72.78,63.38,75.33,41.86,69.15,72.5
1209,India,Karnataka,Bagalkote,"Calendar Year (Jan - Dec), 2021",8,284.0,8020.0,50.9,47.91,40.89,39.36,33.57,49.54,43.06
1210,India,Karnataka,Bengaluru Urban,"Calendar Year (Jan - Dec), 2017",8,400.0,10836.0,54.73,39.585,46.07,56.69,25.7,44.13,49.91
1211,India,Karnataka,Bengaluru Urban,"Calendar Year (Jan - Dec), 2021",8,608.0,16640.0,58.45,47.04,45.245,37.715,35.015,53.335,40.425
1212,India,Karnataka,Bengaluru Rural,"Calendar Year (Jan - Dec), 2017",8,200.0,5552.0,64.35,52.79,58.41,68.08,37.59,58.36,63.57
1213,India,Karnataka,Bengaluru Rural,"Calendar Year (Jan - Dec), 2021",8,276.0,6904.0,50.84,36.06,40.12,30.34,31.88,47.03,33.6
1214,India,Karnataka,Chitradurga,"Calendar Year (Jan - Dec), 2021",8,280.0,7336.0,51.41,50.02,42.42,34.39,36.65,52.15,37.86
1215,India,Karnataka,Dakshina Kannada,"Calendar Year (Jan - Dec), 2017",8,204.0,5396.0,61.37,39.73,46.02,53.0,30.58,44.49,69.28
1216,India,Karnataka,Dakshina Kannada,"Calendar Year (Jan - Dec), 2021",8,300.0,7380.0,57.85,41.85,43.17,34.92,32.25,52.45,37.34
1217,India,Karnataka,Belagavi,"Calendar Year (Jan - Dec), 2017",8,408.0,11624.0,70.85,73.27,67.855,67.37,44.21,69.81,75.295
1218,India,Karnataka,Belagavi,"Calendar Year (Jan - Dec), 2021",8,584.0,17024.0,53.12,48.93,43.11,42.605,34.29,48.825,44.425
1219,India,Karnataka,Ballari,"Calendar Year (Jan - Dec), 2017",8,204.0,5880.0,65.36,61.9,65.4,67.96,28.71,66.56,65.17
1220,India,Karnataka,Ballari,"Calendar Year (Jan - Dec), 2021",8,292.0,8472.0,48.51,49.59,42.0,42.3,34.99,46.56,40.74
1221,India,Karnataka,Bidar,"Calendar Year (Jan - Dec), 2017",8,204.0,5136.0,65.9,54.42,47.24,60.36,33.08,60.23,57.23
1222,India,Karnataka,Bidar,"Calendar Year (Jan - Dec), 2021",8,288.0,7636.0,45.1,50.16,38.62,41.98,34.08,42.57,41.56
1223,India,Karnataka,Vijayapura,"Calendar Year (Jan - Dec), 2017",8,200.0,5380.0,66.42,60.45,59.9,67.51,38.68,66.24,75.29
1224,India,Karnataka,Vijayapura,"Calendar Year (Jan - Dec), 2021",8,280.0,7912.0,50.11,46.5,38.25,38.74,34.4,46.62,37.32
1225,India,Karnataka,Chamarajanagara,"Calendar Year (Jan - Dec), 2017",8,204.0,5564.0,58.67,49.93,50.96,64.85,25.51,54.74,65.22
1226,India,Karnataka,Chamarajanagara,"Calendar Year (Jan - Dec), 2021",8,288.0,8080.0,45.31,38.37,36.73,35.11,29.63,39.7,32.43
1227,India,Karnataka,Chikkamagaluru,"Calendar Year (Jan - Dec), 2017",8,204.0,5304.0,53.72,38.24,43.32,48.04,25.19,50.68,56.37
1228,India,Karnataka,Chikkamagaluru,"Calendar Year (Jan - Dec), 2021",8,288.0,7744.0,50.78,43.26,41.67,36.43,34.49,48.35,33.36
1229,India,Karnataka,Chitradurga,"Calendar Year (Jan - Dec), 2017",8,196.0,5440.0,64.97,63.89,58.39,66.69,31.88,61.42,65.21
1230,India,Karnataka,Davangere,"Calendar Year (Jan - Dec), 2017",8,204.0,5740.0,64.14,56.4,59.11,68.78,37.01,68.22,63.56
1231,India,Karnataka,Davangere,"Calendar Year (Jan - Dec), 2021",8,280.0,7416.0,48.84,46.77,37.82,37.53,34.4,45.61,39.39
1232,India,Karnataka,Dharwad,"Calendar Year (Jan - Dec), 2017",8,204.0,5596.0,62.62,63.32,63.14,61.54,30.96,64.19,70.04
1233,India,Karnataka,Dharwad,"Calendar Year (Jan - Dec), 2021",8,296.0,8480.0,53.27,46.05,43.98,36.91,34.13,50.31,39.11
1234,India,Karnataka,Gadag,"Calendar Year (Jan - Dec), 2017",8,200.0,5408.0,61.82,64.64,53.14,74.56,48.6,65.05,54.64
1235,India,Karnataka,Gadag,"Calendar Year (Jan - Dec), 2021",8,284.0,8032.0,50.06,48.74,40.24,38.51,35.45,50.45,38.0
1236,India,Karnataka,Kalaburagi,"Calendar Year (Jan - Dec), 2017",8,204.0,5252.0,56.99,56.9,46.92,56.05,33.13,52.43,59.91
1237,India,Karnataka,Kalaburagi,"Calendar Year (Jan - Dec), 2021",8,296.0,7356.0,44.97,39.56,37.33,32.57,28.9,42.7,35.89
1238,India,Karnataka,Hassan,"Calendar Year (Jan - Dec), 2017",8,204.0,5364.0,64.23,54.95,58.91,59.13,44.44,65.08,66.67
1239,India,Karnataka,Hassan,"Calendar Year (Jan - Dec), 2021",8,292.0,7192.0,57.16,51.18,45.57,41.45,43.01,54.6,48.41
1240,India,Karnataka,Haveri,"Calendar Year (Jan - Dec), 2017",8,204.0,5664.0,62.54,48.79,53.57,70.55,32.87,60.54,64.06
1241,India,Karnataka,Haveri,"Calendar Year (Jan - Dec), 2021",8,280.0,7588.0,44.95,39.06,37.6,31.93,28.39,46.9,34.44
1242,India,Karnataka,Kodagu,"Calendar Year (Jan - Dec), 2017",8,204.0,5316.0,58.25,38.45,49.62,52.22,23.7,52.78,64.83
1243,India,Karnataka,Kodagu,"Calendar Year (Jan - Dec), 2021",8,264.0,6480.0,55.47,41.84,44.74,34.32,33.65,49.77,36.5
1244,India,Karnataka,Kolar,"Calendar Year (Jan - Dec), 2017",8,204.0,5396.0,53.86,54.53,46.93,55.45,35.95,52.36,62.57
1245,India,Karnataka,Kolar,"Calendar Year (Jan - Dec), 2021",8,284.0,7800.0,45.26,38.8,36.84,29.45,29.96,41.04,31.87
1246,India,Karnataka,Koppal,"Calendar Year (Jan - Dec), 2017",8,200.0,5800.0,64.33,60.94,59.07,63.86,38.46,60.85,60.16
1247,India,Karnataka,Koppal,"Calendar Year (Jan - Dec), 2021",8,276.0,7864.0,54.41,59.88,41.53,42.81,41.84,53.32,53.11
1248,India,Karnataka,Mandya,"Calendar Year (Jan - Dec), 2017",8,204.0,5640.0,54.06,43.4,49.17,64.61,30.07,57.23,49.36
1249,India,Karnataka,Mandya,"Calendar Year (Jan - Dec), 2021",8,292.0,7620.0,47.99,44.05,40.72,30.17,33.74,47.47,40.54
1250,India,Karnataka,Mysuru,"Calendar Year (Jan - Dec), 2017",8,204.0,5328.0,56.32,39.79,50.85,56.31,31.55,55.03,60.37
1251,India,Karnataka,Mysuru,"Calendar Year (Jan - Dec), 2021",8,300.0,7636.0,48.91,38.92,38.44,34.64,33.35,42.92,37.37
1252,India,Karnataka,Raichur,"Calendar Year (Jan - Dec), 2017",8,204.0,5728.0,65.64,66.29,61.48,60.06,32.91,63.35,59.97
1253,India,Karnataka,Raichur,"Calendar Year (Jan - Dec), 2021",8,280.0,8004.0,54.04,57.53,41.25,40.14,36.49,50.91,44.43
1254,India,Karnataka,Shivamogga,"Calendar Year (Jan - Dec), 2017",8,204.0,5304.0,58.36,48.12,54.14,56.79,24.96,56.06,59.3
1255,India,Karnataka,Shivamogga,"Calendar Year (Jan - Dec), 2021",8,276.0,7548.0,48.91,40.62,40.73,34.68,34.46,47.13,32.02
1256,India,Karnataka,Tumakuru,"Calendar Year (Jan - Dec), 2017",8,408.0,11556.0,64.515,59.435,58.58,61.475,40.84,63.975,62.37
1257,India,Karnataka,Tumakuru,"Calendar Year (Jan - Dec), 2021",8,544.0,14724.0,49.74,48.935,42.385,35.48,36.49,48.29,42.71
1258,India,Karnataka,Udupi,"Calendar Year (Jan - Dec), 2017",8,204.0,5320.0,61.6,39.97,50.98,51.2,29.69,50.0,55.92
1259,India,Karnataka,Udupi,"Calendar Year (Jan - Dec), 2021",8,276.0,7372.0,60.04,46.85,44.96,35.29,35.95,53.82,37.61
1260,India,Lakshadweep,Lakshadweep District,"Calendar Year (Jan - Dec), 2021",8,68.0,1656.0,54.68,38.02,37.2,40.35,33.55,47.39,39.66
1261,India,Karnataka,Uttara Kannada,"Calendar Year (Jan - Dec), 2017",8,408.0,11444.0,65.855,48.02,55.655,64.675,35.165,62.285,68.505
1262,India,Karnataka,Uttara Kannada,"Calendar Year (Jan - Dec), 2021",8,536.0,14872.0,57.365,50.005,46.285,44.435,35.675,52.93,46.285
1263,India,Karnataka,Chikkaballapura,"Calendar Year (Jan - Dec), 2017",8,204.0,5680.0,51.81,47.84,45.49,53.24,29.1,50.77,48.22
1264,India,Karnataka,Chikkaballapura,"Calendar Year (Jan - Dec), 2021",8,276.0,7420.0,45.31,43.51,37.02,28.72,33.21,41.85,35.93
1265,India,Karnataka,Ramanagara,"Calendar Year (Jan - Dec), 2017",8,204.0,5584.0,64.23,59.05,54.97,61.96,42.71,63.77,62.0
1266,India,Karnataka,Ramanagara,"Calendar Year (Jan - Dec), 2021",8,272.0,7012.0,44.0,35.31,34.98,28.88,28.46,40.52,33.17
1267,India,Karnataka,Yadgir,"Calendar Year (Jan - Dec), 2017",8,204.0,5644.0,68.24,65.33,59.03,68.18,38.85,64.59,58.49
1268,India,Karnataka,Yadgir,"Calendar Year (Jan - Dec), 2021",8,264.0,6704.0,47.98,50.48,38.92,42.47,35.05,43.54,43.28
1269,India,Goa,North Goa,"Calendar Year (Jan - Dec), 2017",8,172.0,3580.0,50.5,25.67,34.55,45.47,26.85,43.83,14.32
1270,India,Goa,North Goa,"Calendar Year (Jan - Dec), 2021",8,216.0,5036.0,61.28,38.62,43.96,28.64,30.96,49.79,30.61
1271,India,Goa,South Goa,"Calendar Year (Jan - Dec), 2017",8,440.0,11720.0,62.03,26.55,38.11,49.35,22.73,48.23,24.91
1272,India,Goa,South Goa,"Calendar Year (Jan - Dec), 2021",8,244.0,5916.0,60.67,41.03,46.13,33.37,32.77,52.46,34.38
1273,India,Lakshadweep,Lakshadweep District,"Calendar Year (Jan - Dec), 2017",8,60.0,3480.0,48.74,21.54,34.78,38.51,20.28,41.61,18.41
1274,India,Kerala,Alappuzha,"Calendar Year (Jan - Dec), 2017",8,204.0,5368.0,62.29,44.25,44.8,49.93,40.21,54.78,22.14
1275,India,Kerala,Alappuzha,"Calendar Year (Jan - Dec), 2021",8,280.0,7276.0,57.98,44.17,43.81,33.6,26.43,50.86,48.25
1276,India,Kerala,Ernakulam,"Calendar Year (Jan - Dec), 2017",8,204.0,5356.0,63.81,53.72,46.84,57.95,19.88,55.33,20.34
1277,India,Kerala,Ernakulam,"Calendar Year (Jan - Dec), 2021",8,292.0,7844.0,64.33,47.4,46.18,35.63,37.53,58.63,49.34
