ROWID,Country,State,District,Year,Class,Schools_Surveyed,Students_Surveyed,AVG_L813,AVG_M601,AVG_SCI703,AVG_SST605,AVG_M801,AVG_SCI801,AVG_SST704
177,India,Haryana,Nuh,"Calendar Year (Jan - Dec), 2017",8,204.0,4932.0,40.35,31.76,30.27,36.09,28.76,41.57,34.57
178,India,Haryana,Nuh,"Calendar Year (Jan - Dec), 2021",8,192.0,5356.0,50.62,55.29,41.01,41.53,37.17,50.66,45.25
179,India,Haryana,Palwal,"Calendar Year (Jan - Dec), 2017",8,204.0,4612.0,53.48,34.43,34.14,44.49,41.52,43.6,33.74
180,India,Haryana,Palwal,"Calendar Year (Jan - Dec), 2021",8,204.0,5292.0,55.22,55.43,39.73,39.77,35.37,48.66,45.89
181,India,Haryana,Charki Dadri,"Calendar Year (Jan - Dec), 2017",8,62.69057937097914,1257.499268559052,54.19,27.57,34.27,44.09,30.31,53.34,37.2
182,India,Haryana,Charki Dadri,"Calendar Year (Jan - Dec), 2021",8,208.0,5168.0,63.53,59.74,40.43,48.89,43.52,55.7,44.75
183,India,Delhi,Central,"Calendar Year (Jan - Dec), 2017",8,264.9491818214991,5505.65844573492,54.747073542582264,27.845662981958856,30.467842864793,38.50321176644385,27.88641275344388,39.61790471387155,24.356578749953837
184,India,Delhi,Central,"Calendar Year (Jan - Dec), 2021",8,248.0,6656.0,56.8,48.64,40.79,37.21,35.84,45.49,43.8
185,India,Delhi,East,"Calendar Year (Jan - Dec), 2017",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
186,India,Delhi,East,"Calendar Year (Jan - Dec), 2021",8,248.0,6844.0,58.72,53.18,42.91,41.86,37.57,53.57,41.53
187,India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2017",8,204.0,4612.0,67.46,52.64,57.99,65.65,44.27,73.09,44.96
188,India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2021",8,252.0,5580.0,62.49,65.03,51.08,61.72,43.33,57.12,56.66
189,India,Delhi,New Delhi,"Calendar Year (Jan - Dec), 2017",8,213.66962978977995,5436.265190322258,55.68030868896706,32.59916007955684,33.45205866865659,42.46565277832106,27.630634950246883,43.4785904537809,26.47764296310115
190,India,Delhi,New Delhi,"Calendar Year (Jan - Dec), 2021",8,220.0,5780.0,62.43,51.18,45.85,44.04,40.57,52.63,46.48
191,India,Delhi,North,"Calendar Year (Jan - Dec), 2017",8,178.83727514051918,4197.383814119737,57.4505470998886,27.93716094318604,31.325606134422575,42.70446015595989,27.5107141032306,41.14773108800593,28.726610998886
192,India,Delhi,North,"Calendar Year (Jan - Dec), 2021",8,248.0,6400.0,58.82,51.45,40.48,36.84,33.37,50.72,44.72
193,India,Delhi,North East,"Calendar Year (Jan - Dec), 2017",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
194,India,Delhi,North East,"Calendar Year (Jan - Dec), 2021",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
195,India,Delhi,North West,"Calendar Year (Jan - Dec), 2017",8,159.2206181856668,3853.1389600931366,56.25,28.62,29.71,40.83,26.27,40.09,28.74
196,India,Delhi,South,"Calendar Year (Jan - Dec), 2017",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
197,India,Delhi,South,"Calendar Year (Jan - Dec), 2021",8,200.0,5492.0,60.51,49.09,40.25,38.1,36.17,51.95,44.68
198,India,Delhi,South West,"Calendar Year (Jan - Dec), 2017",8,187.32329506253492,4183.553589729947,56.03,33.56,32.62,43.99,27.78,41.68,30.11
199,India,Delhi,West,"Calendar Year (Jan - Dec), 2017",8,204.0,4368.0,55.69,23.84,30.02,42.95,27.93,41.46,27.21
200,India,Delhi,South East,"Calendar Year (Jan - Dec), 2017",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
201,India,Delhi,South East,"Calendar Year (Jan - Dec), 2021",8,248.0,6236.0,57.11,49.88,42.46,39.57,35.92,51.31,43.35
202,India,Delhi,Shahdara,"Calendar Year (Jan - Dec), 2017",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
203,India,Delhi,Shahdara,"Calendar Year (Jan - Dec), 2021",8,216.30769230769232,5026.284130284131,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
204,India,Delhi,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2017",8,604.0,12720.0,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
205,India,Delhi,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2021",8,212.0,5260.0,53.74961502505647,43.90917424605601,39.19,41.96,31.369999999999997,47.96393575009653,40.89279926794164
206,India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2017",8,200.0,4860.0,73.36,59.2,72.66,77.61,55.23,80.3,61.44
207,India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2021",8,240.0,5540.0,64.91,61.29,48.71,51.83,44.06,60.06,59.47
208,India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2017",8,204.0,5268.0,57.41,45.7,52.49,61.73,23.95,62.63,46.5
209,India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2021",8,216.0,5484.0,49.02,53.45,37.38,53.08,34.99,40.74,48.51
210,India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2017",8,204.0,4572.0,63.95,51.07,55.37,64.83,42.86,65.11,52.84
211,India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2021",8,252.0,5672.0,58.66,62.45,44.86,56.78,42.93,53.96,58.89
212,India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2017",8,204.0,4864.0,70.42,68.05,65.66,76.23,48.29,76.51,51.38
213,India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2021",8,248.0,5820.0,62.29,57.47,48.2,63.17,41.45,59.17,57.69
214,India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2017",8,196.0,4460.0,73.66,55.02,69.04,71.12,48.83,79.65,60.5
215,India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2021",8,252.0,6044.0,62.03,69.78,53.71,72.64,48.16,61.31,69.99
216,India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2017",8,204.0,4636.0,57.93,46.9,52.56,64.37,37.82,63.13,57.51
217,India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2021",8,252.0,5548.0,62.47,54.79,49.02,55.29,43.9,53.52,54.55
218,India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2017",8,204.0,5132.0,61.93,45.16,58.66,63.37,40.59,69.64,52.26
219,India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2021",8,236.0,5800.0,62.97,57.05,45.45,54.52,39.69,55.73,57.54
220,India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2017",8,204.0,4492.0,68.58,61.73,65.18,75.24,45.34,74.76,47.45
221,India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2021",8,280.0,5500.0,61.36,65.88,47.31,54.26,44.58,55.34,57.57
222,India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4088.0,63.13,44.25,53.01,67.81,39.0,68.42,51.35
223,India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2021",8,284.0,6028.0,60.81,58.05,45.37,54.81,44.6,55.74,52.07
224,India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2017",8,204.0,4600.0,73.48,65.51,68.27,73.65,47.92,80.03,47.92
225,India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2021",8,244.0,5884.0,63.34,65.52,49.61,62.1,48.81,59.91,56.12
226,India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2017",8,196.0,4544.0,74.41,64.66,65.16,82.83,50.35,76.41,64.21
227,India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2021",8,240.0,5392.0,63.5,72.74,53.08,68.53,51.99,63.0,66.39
228,India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5120.0,76.36,70.47,77.03,82.73,67.66,78.2,60.94
229,India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2021",8,224.0,5516.0,70.72,85.82,65.92,81.03,63.42,75.32,82.77
230,India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2017",8,200.0,5160.0,63.95,50.86,58.95,68.84,47.17,63.07,47.93
231,India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2021",8,216.0,5248.0,48.2,50.64,37.95,41.18,34.87,46.46,45.55
232,India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2017",8,200.0,4372.0,61.92,49.09,50.21,58.46,35.78,73.46,49.54
233,India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2021",8,296.0,6136.0,60.97,50.98,42.55,50.03,39.73,51.37,46.09
234,India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2017",8,200.0,4780.0,65.12,43.77,54.84,58.91,32.45,73.6,53.58
235,India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2021",8,236.0,5340.0,55.95,56.1,40.38,47.99,39.24,49.22,46.41
236,India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2017",8,204.0,4820.0,70.47,55.41,66.72,72.28,47.85,76.57,55.13
237,India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2021",8,272.0,6748.0,64.71,55.11,49.47,53.65,40.1,59.82,56.96
238,India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2017",8,200.0,4328.0,70.49,56.61,61.95,75.79,42.39,71.47,61.1
239,India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2021",8,244.0,5664.0,56.47,55.37,42.72,50.05,36.55,51.2,45.35
240,India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2017",8,204.0,4848.0,65.78,62.6,60.24,73.02,39.97,72.2,59.71
241,India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2021",8,236.0,5528.0,55.01,57.46,45.9,55.27,38.91,54.4,53.99
242,India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2017",8,200.0,4488.0,67.88,65.01,57.98,79.86,44.36,71.66,57.78
243,India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2021",8,252.0,5560.0,57.91,60.17,44.27,54.12,40.61,50.44,51.86
244,India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2017",8,196.0,4072.0,74.35,66.86,73.44,75.25,47.55,79.53,33.86
245,India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2021",8,276.0,5796.0,65.74,69.68,52.02,63.5,54.65,65.51,66.63
246,India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2017",8,200.0,4692.0,68.86,56.12,66.48,63.0,47.09,74.32,43.93
247,India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2021",8,248.0,6252.0,57.86,50.24,40.66,48.23,38.9,51.69,51.72
248,India,Rajasthan,Karauli,"Calendar Year (Jan - Dec), 2017",8,204.0,5440.0,64.69,62.88,58.67,81.84,46.66,68.22,49.93
249,India,Rajasthan,Karauli,"Calendar Year (Jan - Dec), 2021",8,236.0,5676.0,59.17,65.49,51.69,64.39,43.43,60.5,63.89
250,India,Rajasthan,Kota,"Calendar Year (Jan - Dec), 2017",8,204.0,4428.0,69.41,57.48,66.55,74.07,47.46,72.71,54.53
251,India,Rajasthan,Kota,"Calendar Year (Jan - Dec), 2021",8,264.0,6120.0,61.65,56.7,47.77,48.38,39.3,54.0,54.16
252,India,Rajasthan,Nagaur,"Calendar Year (Jan - Dec), 2017",8,204.0,4468.0,75.88,61.66,73.23,89.44,56.91,81.11,65.6
253,India,Rajasthan,Nagaur,"Calendar Year (Jan - Dec), 2021",8,256.0,6016.0,66.09,64.27,55.72,65.06,50.91,63.85,64.33
254,India,Rajasthan,Pali,"Calendar Year (Jan - Dec), 2017",8,204.0,4840.0,57.03,47.89,47.15,59.26,32.15,59.42,47.81
255,India,Rajasthan,Pali,"Calendar Year (Jan - Dec), 2021",8,252.0,5432.0,59.84,60.05,50.0,58.81,43.92,54.82,59.82
256,India,Rajasthan,Rajsamand,"Calendar Year (Jan - Dec), 2017",8,204.0,4708.0,64.5,51.2,64.64,70.18,44.87,74.93,49.24
257,India,Rajasthan,Rajsamand,"Calendar Year (Jan - Dec), 2021",8,260.0,5320.0,60.76,61.63,47.7,56.52,37.93,54.31,60.15
258,India,Rajasthan,Sawai Madhopur,"Calendar Year (Jan - Dec), 2017",8,204.0,4968.0,69.32,55.39,66.99,76.65,56.04,73.43,51.05
259,India,Rajasthan,Sawai Madhopur,"Calendar Year (Jan - Dec), 2021",8,252.0,5684.0,49.26,51.02,36.67,43.07,30.59,45.63,43.93
260,India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2017",8,204.0,4584.0,69.85,64.45,62.61,73.82,46.61,76.09,52.17
261,India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2021",8,264.0,6168.0,63.4,58.22,48.82,58.35,46.9,60.23,54.64
262,India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2017",8,192.0,4916.0,60.11,33.11,51.25,61.19,36.33,59.84,48.23
263,India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2021",8,216.0,5428.0,57.04,54.91,43.73,48.75,35.24,53.24,43.41
264,India,Rajasthan,Tonk,"Calendar Year (Jan - Dec), 2017",8,204.0,3928.0,67.96,54.44,57.71,75.56,45.06,70.47,50.82
265,India,Rajasthan,Tonk,"Calendar Year (Jan - Dec), 2021",8,288.0,5964.0,56.97,60.41,44.85,53.21,40.43,53.55,49.59
266,India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2017",8,204.0,5276.0,63.72,52.14,56.46,76.5,35.04,66.58,48.87
267,India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2021",8,224.0,5256.0,55.8,48.05,41.71,52.39,34.07,51.56,48.09
268,India,Rajasthan,Pratapgarh,"Calendar Year (Jan - Dec), 2017",8,196.0,4908.0,57.07,42.93,51.7,65.28,39.46,57.35,48.56
269,India,Rajasthan,Pratapgarh,"Calendar Year (Jan - Dec), 2021",8,220.0,4880.0,57.15,57.84,47.14,56.65,45.84,53.0,61.89
270,India,Uttar Pradesh,Agra,"Calendar Year (Jan - Dec), 2017",8,204.0,3492.0,53.77,38.86,40.5,46.51,34.94,48.41,44.58
271,India,Uttar Pradesh,Agra,"Calendar Year (Jan - Dec), 2021",8,324.0,7496.0,50.47,47.47,34.18,36.05,30.82,40.34,38.86
272,India,Uttar Pradesh,Aligarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4036.0,58.32,37.6,42.62,46.09,30.43,46.45,25.56
273,India,Uttar Pradesh,Aligarh,"Calendar Year (Jan - Dec), 2021",8,308.0,8004.0,50.15,46.61,35.04,38.14,33.12,40.65,40.01
274,India,Uttar Pradesh,Prayagraj,"Calendar Year (Jan - Dec), 2017",8,204.0,3424.0,56.25,34.41,39.88,46.73,28.61,49.71,37.12
275,India,Uttar Pradesh,Prayagraj,"Calendar Year (Jan - Dec), 2021",8,328.0,8740.0,48.45,48.95,34.64,34.78,28.13,41.93,40.77
276,India,Uttar Pradesh,Ambedkar Nagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5660.0,66.77,53.97,59.02,59.36,44.09,59.65,46.28
277,India,Uttar Pradesh,Ambedkar Nagar,"Calendar Year (Jan - Dec), 2021",8,276.0,6936.0,45.13,45.03,35.88,36.82,27.52,42.62,40.89
278,India,Uttar Pradesh,Auraiya,"Calendar Year (Jan - Dec), 2017",8,196.0,4140.0,64.02,61.98,48.68,64.93,49.58,51.89,45.63
279,India,Uttar Pradesh,Auraiya,"Calendar Year (Jan - Dec), 2021",8,316.0,7044.0,46.27,52.72,32.71,42.57,35.18,38.6,38.12
280,India,Uttar Pradesh,Azamgarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4160.0,57.19,37.78,41.04,52.69,40.18,52.76,37.8
281,India,Uttar Pradesh,Azamgarh,"Calendar Year (Jan - Dec), 2021",8,284.0,7280.0,46.62,53.05,36.65,42.93,32.14,41.07,41.89
282,India,Uttar Pradesh,Baghpat,"Calendar Year (Jan - Dec), 2017",8,204.0,4264.0,54.17,42.7,38.44,37.15,25.94,48.64,37.59
283,India,Uttar Pradesh,Baghpat,"Calendar Year (Jan - Dec), 2021",8,296.0,7432.0,50.54,52.12,33.79,38.31,34.1,42.03,39.32
284,India,Uttar Pradesh,Bahraich,"Calendar Year (Jan - Dec), 2017",8,188.0,3852.0,38.01,31.53,21.62,13.5,27.13,25.49,10.99
285,India,Uttar Pradesh,Bahraich,"Calendar Year (Jan - Dec), 2021",8,292.0,7888.0,46.58,45.37,32.77,34.28,25.23,38.51,40.72
286,India,Uttar Pradesh,Ballia,"Calendar Year (Jan - Dec), 2017",8,192.0,3596.0,60.45,47.47,48.13,50.5,41.09,51.77,33.66
287,India,Uttar Pradesh,Ballia,"Calendar Year (Jan - Dec), 2021",8,272.0,6684.0,46.9,55.62,35.02,35.33,33.03,42.03,41.55
288,India,Uttar Pradesh,Balrampur,"Calendar Year (Jan - Dec), 2017",8,196.0,3740.0,52.83,35.67,43.1,44.71,31.11,50.92,32.0
289,India,Uttar Pradesh,Balrampur,"Calendar Year (Jan - Dec), 2021",8,296.0,7032.0,45.1,48.4,34.14,36.99,32.4,39.2,41.0
290,India,Uttar Pradesh,Banda,"Calendar Year (Jan - Dec), 2017",8,204.0,4308.0,34.68,28.54,15.82,18.38,22.52,25.79,14.59
291,India,Uttar Pradesh,Banda,"Calendar Year (Jan - Dec), 2021",8,272.0,7112.0,44.92,47.85,32.52,32.5,27.5,40.77,33.62
292,India,Uttar Pradesh,Barabanki,"Calendar Year (Jan - Dec), 2017",8,204.0,4792.0,65.03,53.58,52.24,58.26,43.3,60.21,46.73
293,India,Uttar Pradesh,Barabanki,"Calendar Year (Jan - Dec), 2021",8,288.0,7872.0,44.8,41.63,32.79,36.85,27.05,37.52,39.77
294,India,Uttar Pradesh,Bareilly,"Calendar Year (Jan - Dec), 2017",8,204.0,4108.0,53.35,38.03,42.52,40.21,35.17,47.12,33.6
295,India,Uttar Pradesh,Bareilly,"Calendar Year (Jan - Dec), 2021",8,316.0,8020.0,43.88,43.38,32.23,30.93,28.34,37.19,36.94
296,India,Uttar Pradesh,Basti,"Calendar Year (Jan - Dec), 2017",8,196.0,4000.0,64.86,58.25,48.64,60.2,36.22,57.03,50.5
297,India,Uttar Pradesh,Basti,"Calendar Year (Jan - Dec), 2021",8,300.0,7620.0,46.46,46.01,30.82,42.45,33.34,39.39,44.5
298,India,Uttar Pradesh,Bijnor,"Calendar Year (Jan - Dec), 2017",8,204.0,4376.0,58.99,49.46,50.91,54.2,31.48,54.54,43.89
299,India,Uttar Pradesh,Bijnor,"Calendar Year (Jan - Dec), 2021",8,300.0,7244.0,42.28,44.06,30.06,32.47,30.44,35.69,37.83
300,India,Uttar Pradesh,Budaun,"Calendar Year (Jan - Dec), 2017",8,200.0,3416.0,48.72,37.84,33.9,36.89,20.49,39.67,29.02
301,India,Uttar Pradesh,Budaun,"Calendar Year (Jan - Dec), 2021",8,280.0,7380.0,40.45,41.12,29.41,33.37,27.82,31.53,35.05
302,India,Uttar Pradesh,Bulandshahr,"Calendar Year (Jan - Dec), 2017",8,192.0,4008.0,38.39,33.93,28.35,32.63,21.49,38.81,28.71
303,India,Uttar Pradesh,Bulandshahr,"Calendar Year (Jan - Dec), 2021",8,308.0,7568.0,47.14,45.71,32.53,32.85,30.91,37.47,34.9
304,India,Uttar Pradesh,Chandauli,"Calendar Year (Jan - Dec), 2017",8,196.0,4996.0,56.63,49.03,46.93,53.56,38.58,53.84,44.64
305,India,Uttar Pradesh,Chandauli,"Calendar Year (Jan - Dec), 2021",8,288.0,7612.0,49.06,48.67,35.63,38.97,34.11,44.93,44.52
306,India,Uttar Pradesh,Chitrakoot,"Calendar Year (Jan - Dec), 2017",8,200.0,3876.0,54.23,41.98,34.36,36.64,27.95,41.83,26.5
307,India,Uttar Pradesh,Chitrakoot,"Calendar Year (Jan - Dec), 2021",8,280.0,6984.0,51.93,53.73,37.53,45.19,34.75,45.53,49.58
308,India,Uttar Pradesh,Deoria,"Calendar Year (Jan - Dec), 2017",8,204.0,4420.0,48.36,30.12,28.63,44.62,31.25,39.6,32.54
309,India,Uttar Pradesh,Deoria,"Calendar Year (Jan - Dec), 2021",8,308.0,7740.0,48.13,52.14,33.44,42.44,32.34,41.76,41.94
310,India,Uttar Pradesh,Etah,"Calendar Year (Jan - Dec), 2017",8,176.0,3128.0,23.76,29.8,36.64,15.86,31.369999999999997,17.35,40.89279926794164
311,India,Uttar Pradesh,Etah,"Calendar Year (Jan - Dec), 2021",8,328.0,6796.0,42.5,44.98,29.86,31.2,28.77,35.25,30.92
312,India,Uttar Pradesh,Etawah,"Calendar Year (Jan - Dec), 2017",8,200.0,4004.0,60.12,46.63,48.46,55.44,39.84,53.92,48.63
313,India,Uttar Pradesh,Etawah,"Calendar Year (Jan - Dec), 2021",8,332.0,7108.0,48.73,46.13,32.45,36.02,30.68,42.23,38.54
314,India,Uttar Pradesh,Ayodhya,"Calendar Year (Jan - Dec), 2017",8,192.0,4452.0,52.83,41.68,41.69,45.82,30.34,51.92,40.17
315,India,Uttar Pradesh,Ayodhya,"Calendar Year (Jan - Dec), 2021",8,304.0,8028.0,49.97,49.37,35.35,36.92,33.51,40.8,43.78
316,India,Uttar Pradesh,Farrukhabad,"Calendar Year (Jan - Dec), 2017",8,184.0,4112.0,57.59,49.41,44.34,51.07,39.96,47.51,38.8
317,India,Uttar Pradesh,Farrukhabad,"Calendar Year (Jan - Dec), 2021",8,296.0,6604.0,44.02,47.08,32.62,34.43,31.35,34.52,36.1
318,India,Uttar Pradesh,Fatehpur,"Calendar Year (Jan - Dec), 2017",8,192.0,2804.0,63.66,57.93,53.99,49.5,34.26,59.96,43.02
319,India,Uttar Pradesh,Fatehpur,"Calendar Year (Jan - Dec), 2021",8,296.0,7200.0,48.37,50.37,35.31,43.11,31.32,41.6,44.43
320,India,Uttar Pradesh,Firozabad,"Calendar Year (Jan - Dec), 2017",8,204.0,4056.0,43.31,30.04,28.18,11.34,28.48,34.9,16.6
321,India,Uttar Pradesh,Firozabad,"Calendar Year (Jan - Dec), 2021",8,316.0,7288.0,46.06,47.55,32.1,34.96,29.09,35.38,32.12
322,India,Uttar Pradesh,Gautam Buddha Nagar,"Calendar Year (Jan - Dec), 2017",8,204.0,4328.0,56.01,37.2,39.08,37.89,28.34,44.84,44.06
323,India,Uttar Pradesh,Gautam Buddha Nagar,"Calendar Year (Jan - Dec), 2021",8,296.0,7960.0,59.03,52.1,41.65,40.69,36.6,49.35,46.93
324,India,Uttar Pradesh,Ghaziabad,"Calendar Year (Jan - Dec), 2017",8,200.0,4000.0,55.41,34.63,34.87,46.1,23.46,48.52,41.56
325,India,Uttar Pradesh,Ghaziabad,"Calendar Year (Jan - Dec), 2021",8,312.0,8308.0,54.52,47.45,35.62,37.36,32.68,43.82,40.82
326,India,Uttar Pradesh,Ghazipur,"Calendar Year (Jan - Dec), 2017",8,196.0,3564.0,24.67,17.0,16.74,12.23,20.05,23.42,14.19
327,India,Uttar Pradesh,Ghazipur,"Calendar Year (Jan - Dec), 2021",8,292.0,7548.0,48.38,52.62,33.1,40.18,31.78,40.51,43.63
328,India,Uttar Pradesh,Gonda,"Calendar Year (Jan - Dec), 2017",8,204.0,4056.0,59.2,45.65,48.4,47.34,36.22,55.71,42.86
329,India,Uttar Pradesh,Gonda,"Calendar Year (Jan - Dec), 2021",8,292.0,7396.0,41.05,40.19,31.33,32.55,26.41,35.38,38.86
330,India,Uttar Pradesh,Gorakhpur,"Calendar Year (Jan - Dec), 2017",8,196.0,3632.0,50.92,28.6,36.49,42.29,27.09,44.18,32.73
331,India,Uttar Pradesh,Gorakhpur,"Calendar Year (Jan - Dec), 2021",8,308.0,7400.0,48.22,43.36,35.62,31.76,26.42,40.88,37.18
332,India,Uttar Pradesh,Hamirpur,"Calendar Year (Jan - Dec), 2017",8,204.0,6828.0,54.64,45.52,47.33,47.45,28.69,50.62,43.95
333,India,Uttar Pradesh,Hamirpur,"Calendar Year (Jan - Dec), 2021",8,292.0,7220.0,51.97,52.83,34.95,38.4,33.53,40.66,43.93
334,India,Uttar Pradesh,Hardoi,"Calendar Year (Jan - Dec), 2017",8,204.0,3208.0,36.58,32.59,29.08,42.77,25.94,31.82,35.77
335,India,Uttar Pradesh,Hardoi,"Calendar Year (Jan - Dec), 2021",8,284.0,7472.0,37.76,37.94,29.8,32.88,25.57,32.52,34.57
336,India,Uttar Pradesh,Jalaun,"Calendar Year (Jan - Dec), 2017",8,204.0,4552.0,63.34,59.38,53.81,63.27,48.47,57.3,48.11
337,India,Uttar Pradesh,Jalaun,"Calendar Year (Jan - Dec), 2021",8,320.0,6784.0,49.46,50.61,34.35,38.63,32.21,39.31,41.69
338,India,Uttar Pradesh,Jaunpur,"Calendar Year (Jan - Dec), 2017",8,196.0,4628.0,61.78,53.68,51.89,58.77,42.13,54.32,39.51
339,India,Uttar Pradesh,Jaunpur,"Calendar Year (Jan - Dec), 2021",8,288.0,8092.0,46.9,51.5,36.28,39.4,32.96,42.41,42.18
340,India,Uttar Pradesh,Jhansi,"Calendar Year (Jan - Dec), 2017",8,204.0,4528.0,54.63,36.98,41.98,44.17,28.24,51.36,36.87
341,India,Uttar Pradesh,Jhansi,"Calendar Year (Jan - Dec), 2021",8,312.0,7816.0,53.08,50.4,35.86,38.29,32.6,42.55,37.94
342,India,Uttar Pradesh,Amroha,"Calendar Year (Jan - Dec), 2017",8,204.0,4000.0,58.18,46.85,43.53,56.1,36.9,51.27,43.19
343,India,Uttar Pradesh,Amroha,"Calendar Year (Jan - Dec), 2021",8,312.0,7152.0,42.71,41.56,32.29,36.55,29.56,38.83,36.87
344,India,Uttar Pradesh,Kannauj,"Calendar Year (Jan - Dec), 2017",8,168.0,1492.0,20.02,18.62,31.37,21.45,19.46,24.17,3.24
345,India,Uttar Pradesh,Kannauj,"Calendar Year (Jan - Dec), 2021",8,292.0,6872.0,40.56,40.08,29.21,31.8,26.98,32.03,35.37
346,India,Uttar Pradesh,Kanpur Dehat,"Calendar Year (Jan - Dec), 2017",8,204.0,3748.0,59.11,39.41,48.52,45.46,31.03,47.12,34.69
347,India,Uttar Pradesh,Kanpur Dehat,"Calendar Year (Jan - Dec), 2021",8,316.0,6784.0,49.04,56.04,35.08,43.27,33.94,39.24,43.12
348,India,Uttar Pradesh,Kanpur Nagar,"Calendar Year (Jan - Dec), 2017",8,192.0,3672.0,20.78,39.84,40.92,42.48,28.17,42.59,33.33
349,India,Uttar Pradesh,Kanpur Nagar,"Calendar Year (Jan - Dec), 2021",8,348.0,8520.0,51.22,43.31,34.18,36.2,28.33,42.6,38.32
350,India,Uttar Pradesh,Kaushambi,"Calendar Year (Jan - Dec), 2017",8,204.0,4036.0,57.91,43.2,42.21,50.35,33.79,54.41,49.31
351,India,Uttar Pradesh,Kaushambi,"Calendar Year (Jan - Dec), 2021",8,296.0,7684.0,44.59,43.14,31.57,38.35,28.08,40.37,37.43
